split,idx,Path,corruption,severity,seed
cal,2763,CheXpert-v1.0-small/train/patient13099/study9/view1_frontal.jpg,blur,1,659853585
cal,3165,CheXpert-v1.0-small/train/patient53511/study1/view1_frontal.jpg,occlusion,1,2080217036
cal,262,CheXpert-v1.0-small/train/patient36739/study4/view1_frontal.jpg,jpeg,1,531048334
cal,1400,CheXpert-v1.0-small/train/patient04768/study6/view1_frontal.jpg,brightness,1,436342992
cal,1202,CheXpert-v1.0-small/train/patient30627/study11/view1_frontal.jpg,brightness,3,1580517092
cal,4639,CheXpert-v1.0-small/train/patient09208/study4/view1_frontal.jpg,screen,2,1815650567
cal,1716,CheXpert-v1.0-small/train/patient18085/study4/view1_frontal.jpg,jpeg,2,71881925
cal,3150,CheXpert-v1.0-small/train/patient37223/study1/view1_frontal.jpg,occlusion,1,1955115708
cal,559,CheXpert-v1.0-small/train/patient03381/study4/view1_frontal.jpg,brightness,3,1017775379
cal,3518,CheXpert-v1.0-small/train/patient57610/study1/view1_frontal.jpg,blur,1,894939682
cal,1817,CheXpert-v1.0-small/train/patient21465/study3/view1_frontal.jpg,screen,2,854314803
cal,4193,CheXpert-v1.0-small/train/patient26793/study1/view1_frontal.jpg,occlusion,2,1947364999
cal,148,CheXpert-v1.0-small/train/patient25911/study3/view1_frontal.jpg,brightness,1,1634994480
cal,305,CheXpert-v1.0-small/train/patient33252/study4/view1_frontal.jpg,jpeg,3,523057115
cal,3570,CheXpert-v1.0-small/train/patient22596/study4/view1_frontal.jpg,blur,2,1629735813
cal,2271,CheXpert-v1.0-small/train/patient32814/study1/view1_frontal.jpg,brightness,1,412396174
cal,1814,CheXpert-v1.0-small/train/patient01141/study14/view1_frontal.jpg,occlusion,3,206105193
cal,1393,CheXpert-v1.0-small/train/patient29772/study2/view1_frontal.jpg,brightness,1,1606844143
cal,121,CheXpert-v1.0-small/train/patient46732/study1/view1_frontal.jpg,blur,1,1508498334
cal,1812,CheXpert-v1.0-small/train/patient11649/study5/view1_frontal.jpg,blur,2,121686637
cal,2486,CheXpert-v1.0-small/train/patient44509/study3/view1_frontal.jpg,jpeg,2,1966997369
cal,3774,CheXpert-v1.0-small/train/patient07979/study11/view1_frontal.jpg,blur,2,663331805
cal,2669,CheXpert-v1.0-small/train/patient32205/study5/view1_frontal.jpg,brightness,3,1827378372
cal,3465,CheXpert-v1.0-small/train/patient32700/study3/view1_frontal.jpg,occlusion,2,2038048682
cal,1041,CheXpert-v1.0-small/train/patient27631/study1/view1_frontal.jpg,brightness,1,1979885213
cal,3705,CheXpert-v1.0-small/train/patient39104/study11/view1_frontal.jpg,screen,2,925770974
cal,754,CheXpert-v1.0-small/train/patient13847/study3/view1_frontal.jpg,brightness,1,903625578
cal,4063,CheXpert-v1.0-small/train/patient01294/study1/view1_frontal.jpg,brightness,2,184831064
cal,3840,CheXpert-v1.0-small/train/patient37097/study2/view1_frontal.jpg,brightness,3,1544814069
cal,3089,CheXpert-v1.0-small/train/patient50091/study1/view1_frontal.jpg,jpeg,2,1957936033
cal,530,CheXpert-v1.0-small/train/patient30004/study2/view1_frontal.jpg,brightness,3,1462348843
cal,4650,CheXpert-v1.0-small/train/patient35433/study3/view1_frontal.jpg,jpeg,3,107293839
cal,678,CheXpert-v1.0-small/train/patient10414/study2/view1_frontal.jpg,jpeg,1,1911011106
cal,4166,CheXpert-v1.0-small/train/patient31899/study1/view1_frontal.jpg,blur,2,1010122299
cal,2907,CheXpert-v1.0-small/train/patient59468/study2/view1_frontal.jpg,screen,3,445254779
cal,4096,CheXpert-v1.0-small/train/patient26691/study8/view1_frontal.jpg,occlusion,2,966973482
cal,3992,CheXpert-v1.0-small/train/patient05944/study1/view1_frontal.jpg,brightness,3,1090877569
cal,4229,CheXpert-v1.0-small/train/patient50604/study3/view1_frontal.jpg,jpeg,2,591223558
cal,1624,CheXpert-v1.0-small/train/patient13029/study2/view1_frontal.jpg,blur,1,1764081129
cal,37,CheXpert-v1.0-small/train/patient13111/study8/view1_frontal.jpg,occlusion,2,1904519296
cal,1919,CheXpert-v1.0-small/train/patient21983/study4/view1_frontal.jpg,brightness,2,43702876
cal,3101,CheXpert-v1.0-small/train/patient05225/study4/view1_frontal.jpg,jpeg,2,987358831
cal,2898,CheXpert-v1.0-small/train/patient15918/study3/view1_frontal.jpg,occlusion,2,668170761
cal,4485,CheXpert-v1.0-small/train/patient13275/study1/view1_frontal.jpg,occlusion,1,2039422654
cal,372,CheXpert-v1.0-small/train/patient18371/study1/view1_frontal.jpg,screen,2,905825353
cal,3804,CheXpert-v1.0-small/train/patient49176/study1/view1_frontal.jpg,jpeg,3,1475896117
cal,4744,CheXpert-v1.0-small/train/patient26731/study13/view1_frontal.jpg,occlusion,2,1805354186
cal,1553,CheXpert-v1.0-small/train/patient14193/study3/view1_frontal.jpg,screen,2,869627535
cal,3372,CheXpert-v1.0-small/train/patient37226/study9/view1_frontal.jpg,brightness,3,873098498
cal,948,CheXpert-v1.0-small/train/patient41345/study2/view1_frontal.jpg,occlusion,2,1005196672
cal,2317,CheXpert-v1.0-small/train/patient37805/study4/view1_frontal.jpg,blur,1,157709038
cal,3678,CheXpert-v1.0-small/train/patient37342/study6/view1_frontal.jpg,blur,3,509253598
cal,2246,CheXpert-v1.0-small/train/patient50568/study1/view1_frontal.jpg,occlusion,3,192451497
cal,2780,CheXpert-v1.0-small/train/patient41158/study3/view1_frontal.jpg,jpeg,3,950786805
cal,1562,CheXpert-v1.0-small/train/patient12872/study1/view1_frontal.jpg,occlusion,2,2108385927
cal,331,CheXpert-v1.0-small/train/patient07183/study13/view1_frontal.jpg,screen,3,1845138301
cal,4472,CheXpert-v1.0-small/train/patient15193/study5/view1_frontal.jpg,jpeg,3,2030937046
cal,1051,CheXpert-v1.0-small/train/patient15828/study5/view1_frontal.jpg,blur,3,1972546812
cal,2668,CheXpert-v1.0-small/train/patient25248/study2/view1_frontal.jpg,jpeg,2,1478691930
cal,594,CheXpert-v1.0-small/train/patient33044/study2/view1_frontal.jpg,jpeg,2,138459299
cal,1052,CheXpert-v1.0-small/train/patient46211/study1/view1_frontal.jpg,brightness,3,1443383913
cal,1718,CheXpert-v1.0-small/train/patient22275/study7/view1_frontal.jpg,occlusion,1,961091701
cal,686,CheXpert-v1.0-small/train/patient39514/study15/view1_frontal.jpg,brightness,1,680098873
cal,4062,CheXpert-v1.0-small/train/patient51753/study1/view1_frontal.jpg,screen,2,865040199
cal,3145,CheXpert-v1.0-small/train/patient22819/study2/view1_frontal.jpg,jpeg,2,1815349422
cal,121,CheXpert-v1.0-small/train/patient46732/study1/view1_frontal.jpg,brightness,1,124453108
cal,2077,CheXpert-v1.0-small/train/patient01494/study1/view1_frontal.jpg,screen,1,1355797401
cal,427,CheXpert-v1.0-small/train/patient18186/study24/view1_frontal.jpg,jpeg,1,651001181
cal,4400,CheXpert-v1.0-small/train/patient53722/study1/view1_frontal.jpg,occlusion,1,2133244433
cal,2915,CheXpert-v1.0-small/train/patient25698/study1/view1_frontal.jpg,blur,2,1579774916
cal,4495,CheXpert-v1.0-small/train/patient02483/study5/view1_frontal.jpg,brightness,1,1592250022
cal,1462,CheXpert-v1.0-small/train/patient41888/study1/view1_frontal.jpg,brightness,3,1019423109
cal,3190,CheXpert-v1.0-small/train/patient36322/study16/view1_frontal.jpg,jpeg,1,1648652577
cal,2433,CheXpert-v1.0-small/train/patient28015/study23/view1_frontal.jpg,screen,2,433409176
cal,3705,CheXpert-v1.0-small/train/patient39104/study11/view1_frontal.jpg,screen,3,1503012660
cal,619,CheXpert-v1.0-small/train/patient30820/study3/view1_frontal.jpg,blur,3,2130065453
cal,925,CheXpert-v1.0-small/train/patient11079/study2/view1_frontal.jpg,blur,2,1545299081
cal,2155,CheXpert-v1.0-small/train/patient06538/study1/view1_frontal.jpg,screen,2,1624332541
cal,4784,CheXpert-v1.0-small/train/patient31342/study8/view1_frontal.jpg,jpeg,1,2003966145
cal,4305,CheXpert-v1.0-small/train/patient04580/study6/view1_frontal.jpg,occlusion,3,1600944513
cal,590,CheXpert-v1.0-small/train/patient35093/study2/view1_frontal.jpg,blur,1,889744845
cal,3207,CheXpert-v1.0-small/train/patient31716/study11/view1_frontal.jpg,screen,2,768352438
cal,1562,CheXpert-v1.0-small/train/patient12872/study1/view1_frontal.jpg,brightness,2,440554761
cal,1937,CheXpert-v1.0-small/train/patient00242/study1/view1_frontal.jpg,brightness,2,843314237
cal,4339,CheXpert-v1.0-small/train/patient43088/study3/view1_frontal.jpg,blur,3,1937994706
cal,2897,CheXpert-v1.0-small/train/patient02773/study3/view1_frontal.jpg,jpeg,3,1151185709
cal,4163,CheXpert-v1.0-small/train/patient23898/study3/view1_frontal.jpg,brightness,1,110235983
cal,4824,CheXpert-v1.0-small/train/patient31554/study1/view1_frontal.jpg,screen,2,326460301
cal,4876,CheXpert-v1.0-small/train/patient32025/study11/view1_frontal.jpg,screen,1,20204580
cal,3568,CheXpert-v1.0-small/train/patient01772/study19/view1_frontal.jpg,blur,3,122682664
cal,0,CheXpert-v1.0-small/train/patient28844/study10/view1_frontal.jpg,occlusion,1,563664799
cal,692,CheXpert-v1.0-small/train/patient35152/study2/view1_frontal.jpg,brightness,1,1587468619
cal,2631,CheXpert-v1.0-small/train/patient42940/study1/view1_frontal.jpg,screen,1,705353048
cal,3840,CheXpert-v1.0-small/train/patient37097/study2/view1_frontal.jpg,screen,1,125721676
cal,1885,CheXpert-v1.0-small/train/patient44353/study1/view1_frontal.jpg,occlusion,2,759252035
cal,4260,CheXpert-v1.0-small/train/patient24553/study1/view1_frontal.jpg,jpeg,1,381487565
cal,1337,CheXpert-v1.0-small/train/patient60071/study2/view1_frontal.jpg,screen,1,228939230
cal,1082,CheXpert-v1.0-small/train/patient30323/study31/view1_frontal.jpg,screen,1,1234950014
cal,4398,CheXpert-v1.0-small/train/patient31085/study14/view1_frontal.jpg,brightness,3,203871487
cal,2447,CheXpert-v1.0-small/train/patient64397/study2/view1_frontal.jpg,brightness,3,1851616323
cal,3718,CheXpert-v1.0-small/train/patient53806/study1/view1_frontal.jpg,brightness,2,763522407
cal,4163,CheXpert-v1.0-small/train/patient23898/study3/view1_frontal.jpg,blur,3,401499265
cal,2432,CheXpert-v1.0-small/train/patient30450/study4/view1_frontal.jpg,occlusion,1,1267559446
cal,2488,CheXpert-v1.0-small/train/patient36771/study9/view1_frontal.jpg,jpeg,2,108870208
cal,3510,CheXpert-v1.0-small/train/patient33820/study2/view1_frontal.jpg,jpeg,1,156928814
cal,1323,CheXpert-v1.0-small/train/patient59093/study1/view1_frontal.jpg,occlusion,2,2058028593
cal,2230,CheXpert-v1.0-small/train/patient18080/study22/view1_frontal.jpg,jpeg,1,287078003
cal,860,CheXpert-v1.0-small/train/patient34068/study2/view1_frontal.jpg,jpeg,1,459079421
cal,2625,CheXpert-v1.0-small/train/patient52495/study1/view2_frontal.jpg,brightness,1,914159936
cal,3009,CheXpert-v1.0-small/train/patient53662/study2/view1_frontal.jpg,jpeg,2,957676419
cal,3573,CheXpert-v1.0-small/train/patient28062/study3/view1_frontal.jpg,blur,2,199416218
cal,4392,CheXpert-v1.0-small/train/patient16584/study4/view1_frontal.jpg,blur,3,1373040891
cal,1195,CheXpert-v1.0-small/train/patient23548/study1/view1_frontal.jpg,jpeg,2,1456059547
cal,3098,CheXpert-v1.0-small/train/patient28207/study14/view1_frontal.jpg,screen,3,776667204
cal,1219,CheXpert-v1.0-small/train/patient36101/study3/view1_frontal.jpg,screen,1,1378284723
cal,4550,CheXpert-v1.0-small/train/patient29449/study1/view1_frontal.jpg,screen,1,1808883523
cal,4102,CheXpert-v1.0-small/train/patient01819/study2/view1_frontal.jpg,occlusion,3,336721593
cal,1089,CheXpert-v1.0-small/train/patient32594/study1/view1_frontal.jpg,jpeg,3,2094620106
cal,1148,CheXpert-v1.0-small/train/patient07346/study4/view1_frontal.jpg,jpeg,1,719722375
cal,3332,CheXpert-v1.0-small/train/patient58182/study1/view1_frontal.jpg,blur,1,1267339078
cal,1620,CheXpert-v1.0-small/train/patient09457/study6/view1_frontal.jpg,blur,1,1424401136
cal,1886,CheXpert-v1.0-small/train/patient36272/study5/view1_frontal.jpg,brightness,1,934881599
cal,7,CheXpert-v1.0-small/train/patient35472/study2/view1_frontal.jpg,jpeg,2,1255198275
cal,1198,CheXpert-v1.0-small/train/patient47622/study3/view1_frontal.jpg,screen,3,791781168
cal,3407,CheXpert-v1.0-small/train/patient26385/study3/view1_frontal.jpg,brightness,2,1472153230
cal,472,CheXpert-v1.0-small/train/patient41127/study2/view2_frontal.jpg,screen,3,956336308
cal,1130,CheXpert-v1.0-small/train/patient55855/study1/view1_frontal.jpg,occlusion,1,107248668
cal,4257,CheXpert-v1.0-small/train/patient63143/study1/view1_frontal.jpg,blur,2,1235627069
cal,2168,CheXpert-v1.0-small/train/patient20506/study1/view1_frontal.jpg,brightness,1,1487999678
cal,2365,CheXpert-v1.0-small/train/patient14517/study1/view1_frontal.jpg,brightness,2,1838778631
cal,3465,CheXpert-v1.0-small/train/patient32700/study3/view1_frontal.jpg,occlusion,1,1460806996
cal,1469,CheXpert-v1.0-small/train/patient38225/study3/view1_frontal.jpg,blur,2,708294853
cal,1791,CheXpert-v1.0-small/train/patient34136/study1/view1_frontal.jpg,brightness,1,195725709
cal,1228,CheXpert-v1.0-small/train/patient26213/study3/view1_frontal.jpg,blur,1,90378152
cal,3830,CheXpert-v1.0-small/train/patient41133/study3/view1_frontal.jpg,screen,3,1665576793
cal,4914,CheXpert-v1.0-small/train/patient40642/study10/view1_frontal.jpg,occlusion,2,630844205
cal,1620,CheXpert-v1.0-small/train/patient09457/study6/view1_frontal.jpg,jpeg,1,1988114535
cal,797,CheXpert-v1.0-small/train/patient15022/study2/view1_frontal.jpg,blur,1,1301091685
cal,1034,CheXpert-v1.0-small/train/patient34987/study2/view1_frontal.jpg,jpeg,2,1088805828
cal,794,CheXpert-v1.0-small/train/patient54615/study1/view1_frontal.jpg,brightness,2,1492417519
cal,3465,CheXpert-v1.0-small/train/patient32700/study3/view1_frontal.jpg,screen,2,853311043
cal,3249,CheXpert-v1.0-small/train/patient62518/study1/view1_frontal.jpg,blur,3,1396555768
cal,1708,CheXpert-v1.0-small/train/patient01469/study3/view1_frontal.jpg,jpeg,1,25056917
cal,3072,CheXpert-v1.0-small/train/patient44195/study2/view1_frontal.jpg,blur,1,1676471876
cal,3041,CheXpert-v1.0-small/train/patient23239/study1/view1_frontal.jpg,jpeg,2,2086234160
cal,4547,CheXpert-v1.0-small/train/patient18599/study41/view1_frontal.jpg,brightness,3,1037024770
cal,423,CheXpert-v1.0-small/train/patient01554/study5/view1_frontal.jpg,occlusion,2,1688984261
cal,3242,CheXpert-v1.0-small/train/patient07749/study5/view1_frontal.jpg,blur,2,1496994527
cal,4672,CheXpert-v1.0-small/train/patient38943/study6/view1_frontal.jpg,occlusion,1,1728321349
cal,604,CheXpert-v1.0-small/train/patient46964/study3/view1_frontal.jpg,occlusion,3,1117222346
cal,3772,CheXpert-v1.0-small/train/patient03449/study12/view1_frontal.jpg,brightness,2,576151933
cal,1563,CheXpert-v1.0-small/train/patient12961/study10/view1_frontal.jpg,occlusion,1,60452457
cal,3024,CheXpert-v1.0-small/train/patient12965/study3/view1_frontal.jpg,brightness,1,1086340123
cal,2929,CheXpert-v1.0-small/train/patient18636/study1/view1_frontal.jpg,screen,3,811627488
cal,2218,CheXpert-v1.0-small/train/patient19612/study4/view1_frontal.jpg,blur,3,1292525871
cal,3447,CheXpert-v1.0-small/train/patient13554/study1/view1_frontal.jpg,jpeg,1,1192020034
cal,4920,CheXpert-v1.0-small/train/patient17394/study2/view1_frontal.jpg,blur,1,1311672215
cal,4429,CheXpert-v1.0-small/train/patient06714/study4/view1_frontal.jpg,jpeg,1,376666740
cal,3383,CheXpert-v1.0-small/train/patient34951/study15/view1_frontal.jpg,brightness,2,131715836
cal,3895,CheXpert-v1.0-small/train/patient01516/study5/view1_frontal.jpg,occlusion,1,1841327300
cal,4102,CheXpert-v1.0-small/train/patient01819/study2/view1_frontal.jpg,screen,1,591735340
cal,1343,CheXpert-v1.0-small/train/patient45403/study2/view1_frontal.jpg,blur,2,926335262
cal,106,CheXpert-v1.0-small/train/patient31329/study6/view1_frontal.jpg,screen,2,2026089119
cal,4325,CheXpert-v1.0-small/train/patient42928/study2/view1_frontal.jpg,jpeg,3,241850504
cal,2027,CheXpert-v1.0-small/train/patient31853/study5/view1_frontal.jpg,brightness,2,1600254763
cal,3210,CheXpert-v1.0-small/train/patient40515/study3/view1_frontal.jpg,blur,2,1890589382
cal,139,CheXpert-v1.0-small/train/patient46964/study2/view1_frontal.jpg,brightness,2,958972052
cal,4427,CheXpert-v1.0-small/train/patient15683/study4/view1_frontal.jpg,brightness,1,943658151
cal,3920,CheXpert-v1.0-small/train/patient54256/study1/view1_frontal.jpg,blur,1,8240255
cal,2347,CheXpert-v1.0-small/train/patient12966/study8/view1_frontal.jpg,occlusion,2,1484271444
cal,265,CheXpert-v1.0-small/train/patient08256/study8/view1_frontal.jpg,occlusion,3,1560436957
cal,1088,CheXpert-v1.0-small/train/patient42159/study8/view1_frontal.jpg,blur,3,1916721921
cal,53,CheXpert-v1.0-small/train/patient03381/study7/view1_frontal.jpg,blur,2,1829239280
cal,2819,CheXpert-v1.0-small/train/patient26165/study14/view1_frontal.jpg,blur,3,729636518
cal,4964,CheXpert-v1.0-small/train/patient39387/study2/view1_frontal.jpg,blur,1,1584664455
cal,1142,CheXpert-v1.0-small/train/patient50162/study2/view1_frontal.jpg,jpeg,3,107528479
cal,1133,CheXpert-v1.0-small/train/patient12752/study9/view1_frontal.jpg,blur,1,1215086672
cal,4468,CheXpert-v1.0-small/train/patient32494/study25/view1_frontal.jpg,screen,3,1644701819
cal,545,CheXpert-v1.0-small/train/patient01457/study17/view1_frontal.jpg,blur,1,1951157186
cal,1040,CheXpert-v1.0-small/train/patient34795/study8/view1_frontal.jpg,blur,2,1694905864
cal,3612,CheXpert-v1.0-small/train/patient12862/study1/view1_frontal.jpg,blur,2,1008121251
cal,716,CheXpert-v1.0-small/train/patient06463/study2/view1_frontal.jpg,jpeg,3,854821308
cal,4329,CheXpert-v1.0-small/train/patient42804/study7/view1_frontal.jpg,occlusion,3,248018643
cal,1669,CheXpert-v1.0-small/train/patient17303/study1/view1_frontal.jpg,screen,3,1576080064
cal,4992,CheXpert-v1.0-small/train/patient24684/study1/view1_frontal.jpg,occlusion,2,1508727727
cal,2264,CheXpert-v1.0-small/train/patient27757/study10/view1_frontal.jpg,brightness,2,1735451484
cal,227,CheXpert-v1.0-small/train/patient47398/study1/view1_frontal.jpg,blur,3,1953391474
cal,4246,CheXpert-v1.0-small/train/patient27910/study8/view1_frontal.jpg,occlusion,1,1944339651
cal,4936,CheXpert-v1.0-small/train/patient21088/study3/view1_frontal.jpg,jpeg,2,1093474915
